param,param_mean,group,hdi_low,hdi_high,param_std
mu_A,0.9186361335201823,control,0.08519848917842399,0.26261750617734336,0.016817161636504777
mu_A,0.7426141137524058,patient,0.08519848917842399,0.26261750617734336,0.045575104549517485
mu_A,0.8913123340080408,control,0.04461182470131819,0.24345239785584205,0.028054166242287498
mu_A,0.7426141137524058,patient,0.04461182470131819,0.24345239785584205,0.045575104549517485
mu_A,0.8762765754445293,control,-0.008170340248720764,0.2484469731726313,0.025362402719734133
mu_A,0.7687284473869149,patient,-0.008170340248720764,0.2484469731726313,0.0647592314389308
mu_A,0.8487556093501333,control,0.007308297966495569,0.20949157715794464,0.03001342500012475
mu_A,0.7466568465218955,patient,0.007308297966495569,0.20949157715794464,0.05051978176214377
mu_A,0.922515225150819,control,0.05756953855897762,0.2698661899143898,0.01543251128255259
mu_A,0.7627328112878374,patient,0.05756953855897762,0.2698661899143898,0.055830455246689406
mu_A,0.8648235610419044,control,0.023172777688897472,0.8396862354713326,0.03719999772094744
mu_A,0.578423632164648,patient,0.023172777688897472,0.8396862354713326,0.30249563105484695
mu_A,0.884067923338474,control,-0.06281022930666458,0.2708776669975089,0.04914405165048817
mu_A,0.7687284473869149,patient,-0.06281022930666458,0.2708776669975089,0.0647592314389308
mu_A,0.9057203086796305,control,0.014603753769412142,0.16757205715826307,0.019461114427255077
mu_A,0.8120489609129172,patient,0.014603753769412142,0.16757205715826307,0.03646615561251734
mu_A,0.884067923338474,control,0.053374592448430014,0.26062139907060144,0.04914405165048817
mu_A,0.7352719633544622,patient,0.053374592448430014,0.26062139907060144,0.05757449137086055
mu_A,0.884067923338474,control,0.1143586458196656,0.3633756901386572,0.04914405165048817
mu_A,0.638572662521451,patient,0.1143586458196656,0.3633756901386572,0.04456293662155213
mu_A,0.9202075614104079,control,0.19558676428982902,0.40083028867604564,0.0269608397380367
mu_A,0.6236440899426511,patient,0.19558676428982902,0.40083028867604564,0.04570403924313404
mu_A,0.9012486404115982,control,0.037816377173927274,0.19992083008968387,0.02263852846690029
mu_A,0.7866880512126918,patient,0.037816377173927274,0.19992083008968387,0.03890414248448219
mu_A,0.933084810709219,control,0.1924708416137778,0.42353437625749824,0.016660290194582466
mu_A,0.6229776975417773,patient,0.1924708416137778,0.42353437625749824,0.06007115253134468
mu_A,0.9228793599879528,control,0.02694190586424905,0.17707917519497018,0.02061298697344566
mu_A,0.8206596947112774,patient,0.02694190586424905,0.17707917519497018,0.035583132891794836
mu_A,0.8723817169639722,control,0.16788424627992182,0.4163482221631419,0.054109467592280455
mu_A,0.5825406573056798,patient,0.16788424627992182,0.4163482221631419,0.04746552955482631
mu_A,0.8698586324605285,control,0.025568743396457316,0.2203812873800418,0.023192802865353152
mu_A,0.7426141137524058,patient,0.025568743396457316,0.2203812873800418,0.045575104549517485
mu_A,0.9241025207292533,control,0.09111164168701436,0.2289449238487884,0.016263161048239664
mu_A,0.767349608159138,patient,0.09111164168701436,0.2289449238487884,0.033047559849798555
