param,param_mean,group,hdi_low,hdi_high,param_std
mu_Arew,0.4451604227368334,control,-0.530344625694052,0.20825306704682897,0.012979832749458214
mu_Arew,0.5236320110183027,patient,-0.530344625694052,0.20825306704682897,0.2209567898842845
mu_Arew,0.649635357248474,control,-0.3413140226652476,0.40338143379949715,0.015755349013339952
mu_Arew,0.5236320110183027,patient,-0.3413140226652476,0.40338143379949715,0.2209567898842845
mu_Arew,0.4925463764249129,control,-0.2109406765881835,-0.11317639500595544,0.013704943139710692
mu_Arew,0.6510349845859317,patient,-0.2109406765881835,-0.11317639500595544,0.02158100930923368
mu_Arew,0.6199843902435036,control,-0.37204970804822535,-0.31333158395012617,0.010017978107324617
mu_Arew,0.9624520063848949,patient,-0.37204970804822535,-0.31333158395012617,0.012407366293881531
mu_Arew,0.785741754938568,control,0.10948114531659126,0.1774623054382729,0.009506585082845645
mu_Arew,0.6453167059718342,patient,0.10948114531659126,0.1774623054382729,0.015575858857529282
mu_Arew,0.542372602448514,control,-0.3692726552179183,0.30784244473223,0.006705465794361603
mu_Arew,0.5368386854077105,patient,-0.3692726552179183,0.30784244473223,0.19143597940520732
mu_Arew,0.8869661967845897,control,0.1895152959403782,0.27482712882104277,0.0059556336794462554
mu_Arew,0.6510349845859317,patient,0.1895152959403782,0.27482712882104277,0.02158100930923368
mu_Arew,0.5186195884285427,control,-0.10107911710033735,-0.041925227121738295,0.005216063537145877
mu_Arew,0.5905279701772288,patient,-0.10107911710033735,-0.041925227121738295,0.014854936012206159
mu_Arew,0.8869661967845897,control,-0.12236877946521396,-0.09727338101711347,0.0059556336794462554
mu_Arew,0.9972867619978478,patient,-0.12236877946521396,-0.09727338101711347,0.002741837361333884
mu_Arew,0.8869661967845897,control,0.3820566598353791,0.4112360526818554,0.0059556336794462554
mu_Arew,0.4893819257741141,patient,0.3820566598353791,0.4112360526818554,0.005106905732953074
mu_Arew,0.606008252271431,control,-0.07300914500037958,0.0014180659533523654,0.014169713871649553
mu_Arew,0.6433336253741998,patient,-0.07300914500037958,0.0014180659533523654,0.01376130459978946
mu_Arew,0.8507069563024106,control,0.35113842977034515,0.41497087107069097,0.009776524803162441
mu_Arew,0.46511962056797773,patient,0.35113842977034515,0.41497087107069097,0.014222286859218364
mu_Arew,0.5827077491574103,control,-0.42883162532836283,-0.4053149519171363,0.006278122011947213
mu_Arew,0.9995368409817295,patient,-0.42883162532836283,-0.4053149519171363,0.0004819238539534543
mu_Arew,0.5858724763719163,control,-0.042559406432291724,0.001723625574223453,0.009177103384953207
mu_Arew,0.604339301876875,patient,-0.042559406432291724,0.001723625574223453,0.006958751801703413
mu_Arew,0.5894983109344921,control,-0.21325706409903356,-0.16708319143054118,0.006793196293431382
mu_Arew,0.7788528074057026,patient,-0.21325706409903356,-0.16708319143054118,0.010265544185322687
mu_Arew,0.878636592116704,control,-0.07907129594874895,0.6585526075289487,0.014927187259703696
mu_Arew,0.5236320110183027,patient,-0.07907129594874895,0.6585526075289487,0.2209567898842845
mu_Arew,0.7000030253763894,control,-0.33980734722401973,-0.25536524934058225,0.02267206426056153
mu_Arew,0.9988071042639559,patient,-0.33980734722401973,-0.25536524934058225,0.0012006978275618519
mu_Arew,0.6700426149092357,control,-0.4612089068293024,0.13887042395764215,0.18218108519877418
mu_Arew,0.8466345648457282,patient,-0.4612089068293024,0.13887042395764215,0.019073643425431046
mu_Arew,0.5186195884285427,control,-0.48099702826680024,-0.45256791245592065,0.005216063537145877
mu_Arew,0.9869999186399689,patient,-0.48099702826680024,-0.45256791245592065,0.005713811626081678
mu_Arew,0.49657952054697946,control,-0.1659955899358445,-0.0932972413984473,0.014539096248466143
mu_Arew,0.6249032923747762,patient,-0.1659955899358445,-0.0932972413984473,0.013327296719469924
