sigma_a_mean,sigma_a_std,sigma_n_mean,sigma_n_std,eta_mean,eta_std,kappa_mean,kappa_std,beta_mean,beta_std,bias_mean,bias_std
0.1539133724424815,0.10603024623811837,0.07106189300364422,0.029478313352164547,0.022419611171593697,0.020316015019877814,0.8866156752062675,0.09043908005633566,2.4550775169945367,0.6504734289705928,0.01220999234443356,0.016252160120083615
0.4753610707268462,0.15207854311139238,0.06817332969500271,0.02603227719487909,0.010925347658323209,0.008012200030658152,0.8872135626478995,0.08817552217706646,1.8233738220974465,0.3934955472461744,0.010744204563802979,0.012163821216706856
0.39901730380524797,0.14924634151188415,0.07160201113803151,0.03102612193522746,0.013585063398452602,0.012963234982553263,0.8892263958559189,0.08625873375579503,1.8816733349805532,0.4799828525213505,0.010686770960981964,0.012080001073072411
0.34857289674343056,0.11260740435925894,0.06967209094667698,0.02876407339713048,0.024042667217417876,0.018578614851551458,0.8819342522897852,0.09331504943258995,4.80311049779692,0.7548087512994351,0.010712879377091793,0.012007174919826986
0.48799494527608467,0.16554327061593302,0.06721674354587437,0.02467119165419274,0.01275186127634485,0.0143425875933229,0.8846384605348333,0.0918720654100807,1.3979608473846583,0.3226363615941997,0.011266223377147682,0.014041510418938903
0.2669766439777713,0.13457065498158924,0.06813479964127848,0.025008154995544506,0.012068284227386298,0.009940540541478235,0.8865287473119693,0.09094124079522606,1.8782705129648887,0.5144220140776896,0.013076057460266615,0.019334763729759636
0.35876699676748885,0.13732711307439285,0.07047654993838222,0.028758968355850633,0.02442876175489636,0.018557041346242954,0.8895734190798696,0.08536950450181698,2.113103552134948,0.5086367893191008,0.010323361963534058,0.011664698141908368
0.25676217226616505,0.12037017002526589,0.0668510890651045,0.024661345009446552,0.020253363150443425,0.019774360649501353,0.8840804729315666,0.09121853691640966,2.1309091233203756,0.4969677606723626,0.009728323717613792,0.010911099416952516
0.552128091814773,0.14612551050755687,0.06625160445524905,0.022455785334301807,0.013892135714298552,0.011758348686697775,0.892340721373881,0.08248460069626735,2.4580529840504344,0.4489719624329227,0.009492205666724927,0.010199935237957434
0.29961174991228073,0.10897776723672123,0.06813677438033809,0.02447788017493764,0.027479890793100356,0.0329034844905158,0.8787024092151845,0.10024159563046156,1.4675535507930138,0.34743312497031814,0.010747334225296093,0.0124505253199935
0.5179620378588715,0.1391422818520234,0.0663381180686243,0.023376244131358453,0.01115215834015786,0.007803516097152083,0.8935287385196753,0.081615186805136,2.17097975215468,0.3847372142448416,0.009928032714945117,0.010805748896105158
0.9458699274765405,0.05380531510290839,0.09359302717985411,0.03750926881567847,0.0029515361923621764,0.003335264662008733,0.8168736837711719,0.0950786418820427,1.009212811868544,0.29080850359451305,0.014474475467278109,0.03145440314742664
0.9451943723461794,0.053473652530805035,0.08784438465402827,0.0356223194534266,0.002802620123419191,0.0029863037674615883,0.8190543754690952,0.0922887305122143,0.8018505461708259,0.21610044773585482,0.03633005889057027,0.09390057740008317
0.9459793888218132,0.05091017576495575,0.11154805831180815,0.05896063081497058,0.0028839706816228675,0.003106160191581395,0.7476189896353158,0.09084604321167544,7.298002508459479,0.9557694168652018,0.005058382009098346,0.005880301848665134
0.9496086094814918,0.04637287519710455,0.2660585811399954,0.06562180323276218,0.0018007724974075294,0.001499571529210667,0.8606301013962845,0.07382429700009095,2.2894498803551375,0.3167585262571058,0.008958628831207441,0.01555606855035942
0.9476294704621062,0.048470134354362225,0.22213401185968173,0.16466691133126865,0.0037102557794205793,0.0028329282314231642,0.8518251082514995,0.0741095335204652,5.919470818132407,0.7257357152030663,0.005136662232829464,0.005864879799101967
0.9466836661416411,0.051086600026185265,0.08281037657018166,0.03268787772375496,0.0027209010732607403,0.0024171077586767377,0.8269914811243598,0.0858816963083281,1.6363367101550483,0.30804600385689507,0.009756545042817434,0.017874573883754595
0.9472853913735738,0.05080106919936654,0.23281245269516634,0.13050786550343305,0.0028610982586411413,0.0034478852209316397,0.8170897073246339,0.10135981837609982,0.6153499821284084,0.3393030667340175,0.07194570279205127,0.16829003782440777
0.9452245331270763,0.05425085871681159,0.24517023881525096,0.09453085739575348,0.002928961727486757,0.0030695099220780257,0.8381409090493135,0.08146539108296821,1.6345873446883765,0.44737592962873357,0.012248602189967187,0.023931487912899632
0.9461839635954078,0.053575253053797414,0.08650480808938649,0.033368589343731686,0.004536082326169064,0.0076541607299726,0.789422511907864,0.10562667263681207,2.2537712738584643,0.4244209404220119,0.006627590330905911,0.00927816623055801
0.9451810515939235,0.05430419148360218,0.2085558767609902,0.12575097765540555,0.0035277101575160673,0.005397755546514202,0.8139496651419684,0.10021005113879758,0.3250432234158319,0.26458705530506454,0.07135972577451255,0.17856835588756198
0.9455843439549861,0.05186384930019201,0.16252427863279156,0.07165785316288387,0.002806343475452191,0.002352316011165748,0.8350771810942816,0.08345195391384362,2.098245004475101,0.4874518583719192,0.010512134949053916,0.02069482436698499
0.7339432893383752,0.15518152831255458,0.1454594308560843,0.05930927713439983,0.007256883196340073,0.005097627882594904,0.895699180699513,0.08135238346117729,2.0574905573144715,0.4014033652516451,0.02272241484451257,0.019831698263671142
0.7698906896608385,0.13006277854714657,0.31024819021130723,0.08334836638475257,0.010212181208145609,0.007196500021684464,0.8929467445011899,0.08389672185370978,1.2803144574024912,0.38630624699049404,0.029452352167337912,0.03261659089085162
0.4460733728483292,0.28074971035575136,0.262889417830118,0.10846243519163251,0.009602265341055786,0.012064272860645674,0.8827271736686171,0.09591698396386265,2.14576663533717,0.7086311858787702,0.026764774841915057,0.02468101058320082
0.6337660404995199,0.22276121426124806,0.3083859442203983,0.12940504393692306,0.0092101977219961,0.008415957514945449,0.8929366824905012,0.08663953720130796,0.6347550585968139,0.2983354657706646,0.026341490073915726,0.025875339690864814
0.6695675090700551,0.15275808175657007,0.3804365277138745,0.15085977445888218,0.0069271834057591545,0.006375103714136617,0.8948925866917208,0.08290862523675513,2.4288231878961803,0.5051927107153856,0.02188526416966413,0.018541996635986643
0.36684893110165406,0.20412901696245375,0.3738314982433729,0.12831358045053326,0.009095157546303599,0.008334389057261225,0.8956394580268137,0.08244316073623864,2.1227629935770165,0.6202043082527702,0.029217054755441108,0.02811639151513769
0.771741366582886,0.1377693254717564,0.13650400876505078,0.06007370705836674,0.007912922581915335,0.006334229181493836,0.8940604083640468,0.08367151975594644,1.7077993372364768,0.3262137534196797,0.02324140700527902,0.020397020701623875
0.1772461966331625,0.21512162460848275,0.2920346599407483,0.11708627256148187,0.012706165430835912,0.016407062087694355,0.8806709132559067,0.10206585389924347,1.5653628452782222,0.45985937651309317,0.03238403219649937,0.037076685835361826
0.22395620363432192,0.23630912219327804,0.17907581861500663,0.0659295783118266,0.009366430369632382,0.007093704768370693,0.8959791740547643,0.08166855045690326,2.089398069396699,0.6789073873875868,0.025547453677167715,0.024797348659827603
0.8435575760306006,0.09528603918305281,0.2212152465144812,0.06354505979470251,0.007780416192212196,0.005372656627957344,0.9010353227523001,0.0766530322519601,1.883688569231295,0.3430195522781675,0.023952813204948555,0.02091444028290963
0.44779894729196107,0.313464159141511,0.15022101835996393,0.11362687987603304,0.008524897238389033,0.007681232038372473,0.892449976820573,0.08374492006504013,1.5469279494077672,0.34418264572031027,0.022806956461202645,0.01979482351277162
0.7849023132826685,0.25627898818446054,0.07754853683040257,0.03338742596585298,0.03219450926441627,0.06747708637353751,0.8831331806781403,0.09463634964886114,0.8708291417181659,0.45140847952088137,0.04035764914852784,0.0987167494092519
0.8283229927335554,0.16078897499065958,0.07754875028404168,0.03203736809274951,0.02215565932057432,0.03759502924691024,0.8794982749889104,0.09796656245126337,1.0852265354961435,0.3410338890755808,0.01641874101425703,0.02372798832200957
0.8417431515381172,0.14102993405841363,0.08489593311994667,0.04271809049037562,0.017147626292429555,0.03361039202616665,0.8823309810585442,0.095737392442193,1.479891064387409,0.3035579696309942,0.020706447303489344,0.03258922277504663
0.8516933143264326,0.12152230643527967,0.07696995496806278,0.03110173636389095,0.0307276346715537,0.05866908350261445,0.8800019625601679,0.10003340150931954,1.4930769781155104,0.3006983274864243,0.013231875583167494,0.015500587920912242
0.8637233183253336,0.10882888775835747,0.07820436166597759,0.03249812136847717,0.13495955000859744,0.23762773408767557,0.8848579407877372,0.09309123005132419,1.5260997468808861,0.3047176439765457,0.009776542393431807,0.009490400551010593
0.8437512308184972,0.13438163133803765,0.0763708216858373,0.03046242382876874,0.017584084318478105,0.022320635349836627,0.8813089080050959,0.09592654548877412,1.7099898146690344,0.3304098138444834,0.012845208078262824,0.01422873062964977
0.8170310974631557,0.1783348016934132,0.07870190728376628,0.032982946940342775,0.03755263847771592,0.10148095380294819,0.8768430358927329,0.10294737203851984,1.2680850524480392,0.2919943265724512,0.01619299578530065,0.024199865747078893
0.8463461173711158,0.1328377577425297,0.07287268084084104,0.026797949233729183,0.005906619962207119,0.0070860159168711035,0.8795782450390234,0.0988748135659808,1.539618294824207,0.2965445614834115,0.018195086294015245,0.027671288333371586
0.8213479812310476,0.17610140319481507,0.07456317865685981,0.028058732652719902,0.029165819301799456,0.07685371798337629,0.877425273560117,0.10139381311485146,1.1355367461147992,0.3053222080420402,0.021640181443811475,0.03913191276161537
0.8595126643110198,0.11435739036776361,0.08516896339326674,0.04156109493745103,0.0746259825164061,0.11768798790891237,0.8685717689955637,0.11838099089891278,1.996729916056005,0.2886256777216321,0.014597265555435196,0.018017221014704897
0.8508183691618473,0.12237106512351902,0.07565767034813589,0.0298456056028212,0.010888500684609056,0.011658494399777005,0.8880721126837207,0.0888783949418871,2.074376878578718,0.34190071729576066,0.013278589827796086,0.014793423279834393
0.9045712204264149,0.08282420350865785,0.06306606760300214,0.0216964199064371,0.00616964291189228,0.005845566388699052,0.7483009880437684,0.11763371721713216,1.8495550102130562,0.32787132954553183,0.005625710813376179,0.006561688585353749
0.9011189849643524,0.08643677952750349,0.06388399637564805,0.022731133691489457,0.005481707371724952,0.0042060420062310375,0.7624126051492579,0.11474055466592238,1.7239727660402053,0.2868496301280808,0.006221252745197497,0.007661654150079425
0.9061169087253769,0.08040585441109063,0.06318581410015477,0.02270843021292299,0.005781395004339903,0.005300463614776669,0.7697015724797587,0.1106420147452432,1.734502276750837,0.2882063615212832,0.005752005860055054,0.0066392770136388364
0.900660127016183,0.08889880003779371,0.06251643061026411,0.02052267449194807,0.004879879271258941,0.0038179735794198143,0.7919457314490158,0.10340822128707372,1.907043934158609,0.32850771838627446,0.005847408440895663,0.006957834048451093
0.9028572301170988,0.08411858567364916,0.064100291246406,0.022296690912107505,0.006715015186437019,0.00692235590429795,0.6389328977568861,0.17144983307517145,2.962161665408724,0.5320162879111945,0.006443294485396234,0.0086174097247334
0.8991312143640936,0.08976843407427898,0.0652787122373387,0.02590152642751176,0.006153144243130191,0.0059736174543769845,0.7424018337192552,0.128961936108476,1.1256770055501333,0.2783131275937816,0.005909810424420198,0.007106428944920853
0.9063869021508845,0.07912962078386766,0.06303354607793335,0.02231977349790736,0.004920240079563134,0.003728675400061947,0.8213155358319173,0.08981852266123497,2.3292992687698786,0.37953770375505186,0.005464017715432445,0.006077134396329177
0.9021323611453296,0.08536158318610834,0.06449744784626887,0.023361581439110365,0.00587478390343679,0.00643620990117642,0.736549185940937,0.12739175111004955,1.4728978061730247,0.28081530314863073,0.006141661780708205,0.007795240092992208
0.9018503155643941,0.08680463156821487,0.06471641817500377,0.023988407259765258,0.006858919454143096,0.006326728963119052,0.7194423324849037,0.1406472951655373,1.6277344516637893,0.32142724101049774,0.0058508950746979545,0.0069273544875453575
0.901934326587121,0.08643671774837842,0.06328910995065293,0.022085230263091452,0.006133746917097064,0.005325263099570787,0.751242267465496,0.11853972636870268,1.946759946410551,0.3234287362335962,0.005866105171007034,0.006931685734646997
0.9028564808269013,0.08544941669140507,0.06264274019269665,0.02018642665478258,0.005240658861656335,0.003999484866087029,0.7777665572510091,0.10490873068107663,2.1810748263851063,0.3779846080923861,0.00553026486365235,0.006252265606574733
0.8935003352459711,0.08502310078304369,0.09096012648110646,0.045418713999815875,0.001168495697431071,0.0011979200551380698,0.9238276696867869,0.05827136046132918,0.8413649905077991,0.16431980003405347,0.013481399031421098,0.020734290978310914
0.8809324651827374,0.10216952319879918,0.08981521747093346,0.05503005781988207,0.0018526858239412442,0.00444649690343495,0.9095846858650138,0.07738983329092629,0.16943022485830764,0.12452029172343386,0.013241049664964252,0.01952740172900723
0.8799045454906579,0.1019312577123559,0.08091947335268142,0.035598304463538566,0.001340655477767742,0.0015182469545341163,0.9143104243295411,0.06828814009116974,2.4723523266972274,0.43522974625623245,0.010133697043109409,0.010737593436608978
0.8878154234937483,0.09079886501916572,0.08889600149132156,0.04458927162831365,0.0011337546841008826,0.001169120152308727,0.9231652235214206,0.05915473673699741,3.9012870872596808,0.48343687969411475,0.010070927458539545,0.010786049583891623
0.883429791613017,0.0961744697301103,0.08791284100931333,0.04837921178578708,0.0015381044835738559,0.002945987748578933,0.9133206371265024,0.07221364820630498,0.08645591319138692,0.07452707096588258,0.013289568759691759,0.021201527508673296
